;business_segment;activity_subsector;activity;company_code;company_name;CAGR Lucros 5 anos;CAGR Receitas 5 anos;D.Y;Dív. líquida/EBIT;Dív. líquida/EBITDA;Dív. líquida/PL;EV/EBIT;EV/EBITDA;Giro ativos;LPA;Liq. corrente;M. Bruta;M. EBIT;M. EBITDA;M. Líquida;P/Ativo;P/Ativo Circ. Liq.;P/Cap. Giro;P/EBIT;P/EBITDA;P/L;P/SR;P/VP;PEG Ratio;PL/Ativos;Passivos/Ativos;ROA;ROE;ROIC;VPA
0;Máq. e Equip. Construção e Agrícolas;Máquinas e Equipamentos;Bens Industriais;MTSA4;METISA;43.68;21.69;5.89;-0.42;-0.39;-0.13;4.14;3.81;1.36;9.36;2.46;29.55;14.76;16.03;10.62;0.69;-3.66;1.44;3.45;3.17;4.79;0.51;1.06;0.08;0.65;0.35;14.44;22.09;17.77;42.37
0;Carnes e Derivados;Alimentos Processados;Consumo não Cíclico;MNPR3;MINUPAR;0.0;10.24;0.0;0.0;0.0;0.0;0.57;0.53;1.19;5.84;0.3;28.32;19.95;21.78;11.43;0.14;-0.28;-0.11;0.57;0.52;1.0;0.11;-0.13;0.0;-1.05;2.05;13.64;-12.96;-19.67;-45.05
0;Artefatos de Ferro e Aço;Siderurgia e Metalurgia;Materiais Básicos;MGEL4;MANGELS INDUSTRIAL;118.86;15.08;0.0;5.26;4.55;0.0;5.93;5.13;1.55;14.27;2.54;15.17;12.48;14.4;8.14;0.11;-0.3;0.28;0.56;0.48;0.85;0.07;-0.37;-0.01;-0.29;1.29;12.63;-43.65;21.13;-32.7
0;Engenharia Consultiva;Construção e Engenharia;Bens Industriais;SOND5;SONDOTECNICA;0.0;-0.97;18.43;-1.6;-1.45;-0.52;3.6;3.26;1.33;6.67;2.21;38.27;15.46;17.04;13.58;0.97;-2.28;3.11;4.74;4.3;5.4;0.73;1.53;0.03;0.64;0.36;18.06;28.31;18.11;23.56
0;Bancos;Intermediários Financeiros;Financeiro e Outros;BMIN3;BANCO MERCANTIL DE INVESTIMENTOS;-12.74;-10.02;0.0;0.0;0.0;0.0;6.58;0.0;0.14;1.37;0.0;53.21;31.64;0.0;16.18;0.3;-0.3;30.71;6.89;0.0;13.48;2.18;0.67;0.18;0.44;0.56;2.22;5.0;0.0;27.44
0;Bancos;Intermediários Financeiros;Financeiro e Outros;BMIN4;BANCO MERCANTIL DE INVESTIMENTOS;-12.74;-10.02;6.64;0.0;0.0;0.0;6.58;0.0;0.14;1.37;0.0;53.21;31.64;0.0;16.18;0.21;-0.21;21.25;4.77;0.0;9.33;1.51;0.47;0.13;0.44;0.56;2.22;5.0;0.0;27.44
0;Máq. e Equip. Industriais;Máquinas e Equipamentos;Bens Industriais;NORD3;NORDON INDUSTRIAS METALURGICAS;0.0;0.0;0.0;-103.66;0.0;0.0;-219.45;0.0;0.09;-1.21;0.03;90.06;-22.47;0.0;-493.25;2.44;-2.62;-0.92;-115.79;0.0;-5.27;26.01;-0.28;-0.01;-8.56;9.56;-46.19;-5.4;0.33;-22.49
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;EQPA3;EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A.;31.52;12.16;7.9;1.18;0.98;0.53;8.13;6.79;0.68;0.63;1.56;32.24;22.63;27.12;16.01;1.07;-1.69;8.07;6.95;5.8;9.82;1.57;3.12;0.21;0.34;0.66;10.88;31.8;19.7;1.97
0;Químicos Diversos;Químicos;Materiais Básicos;UNIP5;UNIPAR CARBOCLORO;45.98;47.87;15.86;-0.06;-0.05;-0.07;2.5;2.32;1.22;17.92;2.06;46.94;41.33;44.47;23.71;1.42;-2.71;5.77;2.82;2.62;4.91;1.16;3.24;0.28;0.44;0.56;28.84;66.05;53.04;27.13
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;LIPR3;ELETROPAR;-5.48;0.0;2.6;-2.59;0.0;-0.3;31.68;0.0;0.0;2.28;2.3;0.0;0.0;0.0;0.0;3.37;-4.52;23.37;34.27;0.0;30.73;0.0;3.97;6.56;0.85;0.15;10.96;12.92;10.92;17.63
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;GPAR3;CELGPAR;-10.07;-9.31;37.87;-0.65;0.0;-0.64;2.08;0.0;0.15;10.9;8.74;82.93;608.39;0.0;452.68;2.43;-6.22;4.5;2.73;0.0;3.67;16.62;2.67;0.01;0.91;0.09;66.13;72.59;62.8;15.01
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;EKTR3;ELEKTRO;21.37;7.62;19.13;2.5;2.13;1.56;6.51;5.53;0.85;5.09;1.23;26.12;21.32;25.07;11.75;0.72;-1.0;13.77;4.0;3.4;7.26;0.85;2.5;0.36;0.29;0.71;9.93;34.42;17.65;14.79
0;Material de Transporte;Comércio;Bens Industriais;WLMM4;WLM INDÚSTRIA E COMÉRCIO;0.0;34.55;3.97;-0.62;-0.61;-0.15;5.09;4.96;2.54;3.11;5.59;13.88;7.94;8.16;6.36;1.19;-2.41;2.87;5.92;5.76;7.38;0.47;1.45;0.34;0.82;0.18;16.16;19.63;17.0;15.87
0;Holdings Diversificadas;Holdings Diversificadas;Financeiro e Outros;EPAR3;EMBPAR PARTICIPACOES S.A.;93.88;44.52;19.81;0.38;0.34;0.36;2.42;2.14;4.57;4.06;1.61;19.65;6.57;7.42;5.32;0.61;-2.43;2.16;2.04;1.8;2.51;0.13;1.94;0.18;0.32;0.68;24.32;77.1;48.04;5.26
0;Bancos;Intermediários Financeiros;Financeiro e Outros;BRIV4;BANCO ALFA DE INVESTIMENTO;19.19;20.48;6.87;0.0;0.0;0.0;4.55;0.0;0.11;1.35;18.27;16.44;6.0;0.0;4.07;0.03;-0.03;0.64;4.54;0.0;6.69;0.27;0.47;0.0;0.06;0.94;0.45;7.04;0.0;19.15
0;Bancos;Intermediários Financeiros;Financeiro e Outros;RPAD5;ALFA HOLDINGS;8.81;0.0;8.2;-1.1;0.0;-0.06;8.23;0.0;0.0;0.78;5.92;0.0;0.0;0.0;0.0;0.55;-0.59;10.24;9.85;0.0;8.93;0.0;0.56;0.04;0.99;0.01;6.16;6.22;5.5;12.6
0;Petroquímicos;Químicos;Materiais Básicos;DEXP4;DEXXOS PARTICIPACOES S.A.;20.48;32.29;5.8;0.97;0.87;0.41;4.19;3.76;1.64;1.42;2.75;17.7;10.18;11.34;6.13;0.5;-1.41;1.2;2.96;2.66;4.92;0.3;1.25;-0.15;0.4;0.52;10.07;25.35;22.04;5.6
0;Bancos;Intermediários Financeiros;Financeiro e Outros;RPAD6;ALFA HOLDINGS;8.81;0.0;0.01;-1.1;0.0;-0.06;8.23;0.0;0.0;0.78;5.92;0.0;0.0;0.0;0.0;0.5;-0.54;9.37;9.0;0.0;8.16;0.0;0.51;0.03;0.99;0.01;6.16;6.22;5.5;12.6
0;Serviços Diversos;Serviços;Bens Industriais;ATMP3;ATMA SA;0.0;-12.49;0.0;-0.71;-0.98;0.0;-0.79;-1.09;0.51;-17.77;0.35;-0.79;-46.26;-33.48;-58.02;0.02;-0.03;-0.04;-0.08;-0.11;-0.06;0.04;-0.11;0.0;-0.17;1.17;-29.6;-172.5;-459.43;-10.3
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;ELET5;ELETROBRAS;6.5;-9.01;3.31;3.9;3.35;0.32;12.89;11.07;0.14;2.04;1.76;56.99;24.48;28.51;12.5;0.56;-0.67;7.95;16.27;13.97;31.87;3.98;1.34;-1.18;0.42;0.58;1.76;4.21;4.52;48.45
0;Holdings Diversificadas;Holdings Diversificadas;Financeiro e Outros;PEAB4;CIA PARTICIPAÇÕES ALIANCA DA BAHIA;0.0;-37.48;3.18;0.71;0.72;-0.19;-2.67;-2.72;0.05;-8.72;14.2;62.81;-497.34;-488.24;-299.31;0.96;-1.36;3.47;-4.14;-4.22;-6.88;20.6;1.14;0.04;0.84;0.16;-13.92;-16.52;-35.46;52.76
0;Siderurgia;Siderurgia e Metalurgia;Materiais Básicos;FESA3;FERBASA;75.11;16.87;8.33;-0.38;-0.34;-0.16;3.62;3.32;0.78;12.99;3.94;50.23;41.83;45.61;36.91;1.31;-2.29;4.07;3.99;3.66;4.52;1.67;1.71;0.03;0.77;0.23;28.87;37.72;32.81;34.43
0;Artefatos de Ferro e Aço;Siderurgia e Metalurgia;Materiais Básicos;PATI3;PANATLANTICA;38.31;31.3;5.94;0.97;0.0;0.14;9.88;0.0;1.24;3.13;2.97;8.88;5.3;0.0;3.01;0.58;-4.05;1.03;8.89;0.0;15.66;0.47;1.32;-0.2;0.44;0.56;3.72;8.4;5.79;37.22
0;Acessórios;Tecidos. Vestuário e Calçados;Consumo Cíclico;MNDL3;MUNDIAL;0.0;10.41;0.0;3.28;0.0;0.0;4.33;0.0;0.58;-257.18;0.25;36.6;13.16;0.0;-86.19;0.08;-0.12;-0.08;1.04;0.0;-0.16;0.14;-0.14;0.0;-0.58;1.58;-50.05;-86.33;-20.77;-297.91
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;GEPA4;RIO PARANAPANEMA;-16.23;0.2;9.49;2.02;1.18;0.38;8.21;4.77;0.36;1.58;0.44;29.78;28.6;49.21;11.0;0.64;-0.7;-5.21;6.16;3.58;16.03;1.76;1.16;-0.23;0.55;0.45;3.96;7.22;11.02;21.85
0;Fios e Tecidos;Tecidos. Vestuário e Calçados;Consumo Cíclico;TEKA4;TEKA;0.0;7.53;0.0;33.71;26.87;0.0;34.07;27.16;0.24;-205.31;0.04;19.45;6.8;8.53;-39.9;0.01;-0.01;0.0;0.42;0.34;-0.07;0.03;0.0;0.01;-1.7;2.7;-9.53;-5.61;-1.22;-3661.67
0;Telecomunicações;Telecomunicações;Comunicações;TELB3;TELEBRAS;0.0;38.5;0.0;16.26;-4.94;-0.58;-3.24;0.98;0.09;-1.76;4.98;-54.22;-17.16;56.46;-44.11;0.31;-0.5;1.03;-21.06;6.4;-8.19;3.61;0.75;-1.47;0.41;0.59;-3.78;-9.15;-3.22;19.19
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;AFLT3;AFLUENTE;24.53;24.96;2.56;-0.55;0.0;-0.08;14.63;0.0;0.24;0.59;3.34;61.82;53.18;0.0;52.03;1.93;-2.51;12.1;15.18;0.0;15.51;8.07;2.23;-0.25;0.87;0.13;12.47;14.38;13.28;4.13
0;Seguradoras;Previdência e Seguros;Financeiro e Outros;BRGE1; CONSÓRCIO ALFA DE ADMINISTRAÇÃO;10.41;-31.54;0.0;-28.66;-22.72;-0.84;-14.44;-11.45;0.0;1.14;2.33;-3678.63;1397.5;1763.12;2207.62;0.2;-0.5;0.57;12.59;9.98;7.97;175.98;0.37;0.03;0.54;0.46;2.48;4.61;2.77;24.71
0;Bancos;Intermediários Financeiros;Financeiro e Outros;RPAD3;ALFA HOLDINGS;8.81;0.0;0.01;-1.1;0.0;-0.06;8.23;0.0;0.0;0.78;5.92;0.0;0.0;0.0;0.0;0.54;-0.57;9.98;9.59;0.0;8.7;0.0;0.54;0.04;0.99;0.01;6.16;6.22;5.5;12.6
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;REDE3;REDE ENERGIA;57.19;15.06;9.69;2.43;2.04;2.05;5.64;4.74;0.62;0.73;1.41;27.92;22.36;26.61;9.67;0.45;-0.63;5.28;3.21;2.7;7.42;0.72;2.71;2.59;0.17;0.76;6.02;36.48;17.63;1.99
0;Eletrodomésticos;Comércio;Consumo Cíclico;WHRL3;WHIRLPOOL;11.67;14.11;4.15;-0.55;-0.46;-0.19;7.51;6.27;1.35;0.36;1.1;16.5;7.83;9.38;4.95;0.84;-2.75;13.12;7.92;6.61;12.52;0.62;2.77;-0.25;0.3;0.7;6.69;22.16;20.32;1.63
0;Materiais Diversos;Materiais Diversos;Materiais Básicos;SNSY3;SANSUY;0.0;16.09;0.0;-5.85;-52.61;0.0;-9.64;-86.6;1.78;-22.12;0.86;17.38;-2.53;-0.28;-20.78;0.07;-0.17;-0.74;-1.55;-13.9;-0.19;0.04;-0.02;0.0;-3.48;4.51;-36.9;-10.62;1.41;-208.35
0;Material Rodoviário;Material de Transporte;Bens Industriais;MWET4;WETZEL;0.0;14.95;0.0;3.65;3.0;0.0;5.64;4.64;1.06;12.44;1.01;15.98;6.76;8.22;9.13;0.1;-0.18;14.77;1.36;1.12;1.01;0.09;-1.15;-0.01;-0.08;1.09;9.65;-114.11;38.73;-10.9
0;Soc. Crédito e Financiamento;Intermediários Financeiros;Financeiro e Outros;MERC4;MERCANTIL DO BRASIL FINANCEIRA;61.63;-28.34;5.96;0.0;0.0;0.0;-80.07;0.0;0.16;0.39;0.0;78.31;-5.19;0.0;13.62;0.44;-0.45;27.77;-51.62;0.0;19.67;2.68;0.55;0.13;0.8;0.2;2.24;2.79;0.0;13.96
0;Máq. e Equip. Industriais;Máquinas e Equipamentos;Bens Industriais;FRIO3;METALFRIO SOLUTIONS;0.0;15.09;0.0;5.87;4.39;0.0;6.4;4.79;1.14;-14.95;0.76;18.12;8.99;12.01;-2.95;0.05;-0.18;-0.25;0.53;0.4;-1.63;0.05;-0.45;-0.07;-0.12;1.1;-3.36;-27.53;12.54;-54.31
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;CEBR5;CEB;11.68;-30.49;31.21;-1.84;0.0;-0.54;1.06;0.0;0.3;2.71;7.35;60.43;69.42;0.0;49.42;0.62;-1.29;1.38;2.98;0.0;4.19;2.07;0.88;-0.05;0.7;0.09;14.77;21.04;16.48;12.88
0;Agricultura;Agropecuária;Consumo não Cíclico;FRTA3;POMIFRUTAS;0.0;-19.18;0.0;19.07;0.0;0.0;20.72;0.0;0.24;2.95;0.03;127.38;44.53;0.0;85.22;0.18;-0.19;-0.06;1.65;0.0;0.86;0.74;-0.08;-0.01;-2.3;3.3;20.43;-8.89;-42.5;-33.22
0;Fios e Tecidos;Tecidos. Vestuário e Calçados;Consumo Cíclico;CTKA4;KARSTEN;0.0;12.05;0.0;22.58;13.85;0.0;26.2;16.07;1.02;-2.47;1.7;35.6;3.99;6.51;-2.5;0.08;-0.26;0.3;2.05;1.26;-3.28;0.08;-0.31;0.03;-0.27;1.27;-2.56;-9.46;5.3;-26.13
0;Holdings Diversificadas;Holdings Diversificadas;Financeiro e Outros;MOAR3;MONTEIRO ARANHA;-12.94;-16.12;1.48;0.27;0.27;0.04;39.13;38.91;0.0;8.62;3.53;100.0;301410.87;303067.39;229602.17;2.68;-4.74;8.62;38.86;38.65;51.02;117132.33;6.47;-0.62;0.42;0.58;5.26;12.67;5.13;68.03
0;Brinquedos e Jogos;Viagens e Lazer;Consumo Cíclico;ESTR4;ESTRELA;0.0;4.9;0.0;3.89;3.5;0.0;4.92;4.42;0.54;-47.01;0.26;43.51;15.58;17.33;-23.04;0.11;-0.26;-0.06;1.26;1.13;-0.85;0.2;-0.07;-0.01;-1.6;2.6;-12.43;-7.76;-5.39;-605.44
0;Bancos;Intermediários Financeiros;Financeiro e Outros;BSLI4;BRB BCO DE BRASILIA S.A.;16.26;5.49;3.39;0.0;0.0;0.0;19.46;0.0;0.13;1.17;0.28;27.43;5.18;0.0;8.61;0.11;-0.13;-0.42;17.14;0.0;10.31;0.89;2.06;-0.65;0.05;0.95;1.09;19.98;0.0;5.87
0;Equipamentos;Equipamentos;Saúde;BALM4;BAUMER;53.56;3.42;3.77;-0.83;-0.7;-0.14;3.4;2.84;0.65;2.63;2.93;57.07;15.53;18.56;17.43;0.41;-1.3;0.91;4.05;3.39;3.61;0.63;0.68;0.01;0.6;0.4;11.35;18.9;12.7;13.9
0;Químicos Diversos;Químicos;Materiais Básicos;CRPG6;TRONOX PIGMENTOS DO BRASIL S.A.;4.74;17.77;17.36;-1.68;0.0;-0.17;8.97;0.0;0.78;3.65;4.91;12.6;10.13;0.0;11.61;0.68;-1.62;1.46;8.6;0.0;7.51;0.87;0.87;-0.12;0.78;0.22;9.03;11.62;8.91;31.4
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;CSRN3;COSERN;25.28;10.3;15.57;2.41;2.06;1.54;7.14;6.11;0.67;3.46;1.05;30.7;25.42;29.71;16.39;0.82;-1.07;69.91;4.81;4.12;7.46;1.22;3.09;0.83;0.27;0.73;11.03;41.35;19.87;8.36
0;Petroquímicos;Químicos;Materiais Básicos;BRKM6;BRASKEM;0.0;17.25;0.0;2.2;1.49;2.49;3.84;2.6;1.15;2.39;1.53;17.15;9.3;13.72;1.8;0.16;-0.27;1.11;1.5;1.02;7.74;0.14;1.7;-0.09;0.09;0.93;2.07;21.92;18.39;10.9
0;Bancos;Intermediários Financeiros;Financeiro e Outros;BMEB3;BANCO MERCANTIL DO BRASIL;63.55;-4.8;4.69;0.0;0.0;0.0;8.39;0.0;0.22;1.83;0.0;55.58;4.06;0.0;5.83;0.08;-0.09;0.6;8.7;0.0;6.06;0.35;0.91;-24.1;0.09;0.91;1.28;14.97;0.0;12.25
0;Máq. e Equip. Industriais;Máquinas e Equipamentos;Bens Industriais;BDLL4;BARDELLA;0.0;-39.65;0.0;-6.04;-7.45;0.0;-6.58;-8.12;0.04;3.44;0.74;-49.16;-112.68;-91.31;21.92;0.02;-0.03;-0.13;-0.47;-0.59;2.44;0.54;-0.07;-0.02;-0.29;1.29;0.8;-2.79;-357.89;-123.47
0;Utensílios Domésticos;Utilidades Domésticas;Consumo Cíclico;HETA4;HERCULES;0.0;-0.71;0.0;113.02;113.02;0.0;119.21;119.21;0.28;-2.35;0.02;100.0;92.5;92.5;-38.58;0.18;-0.21;-0.02;0.71;0.71;-1.7;0.66;0.0;0.02;-49.56;50.56;-10.66;-0.22;-1.24;-1092.26
0;Bicicletas;Viagens e Lazer;Consumo Cíclico;BMKS3;BICICLETAS MONARK;7.47;-1.89;4.86;-14.46;-12.68;-0.78;1.4;1.23;0.08;50.06;25.81;27.02;58.86;67.09;126.97;0.77;-3.69;1.0;15.86;13.91;7.35;9.33;0.86;0.02;0.9;0.11;10.49;11.66;3.03;429.2
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;ENMT3;ENERGISA MATO GROSSO;56.02;16.93;4.33;2.08;1.84;1.14;11.68;10.36;0.63;5.53;1.42;29.95;25.13;28.34;16.24;1.5;-2.02;19.88;9.53;8.46;14.76;2.4;5.23;2.96;0.29;0.71;10.17;35.45;19.83;15.61
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;CEEB3;COELBA;54.67;11.42;16.24;3.78;3.05;2.05;7.72;6.22;0.55;5.98;0.94;29.18;22.91;28.43;11.21;0.4;-0.5;-29.15;3.19;2.57;6.51;0.73;1.73;-1.07;0.23;0.77;6.11;26.51;15.12;22.55
0;Transporte Hidroviário;Transporte;Bens Industriais;LUXM4;TREVISA;-1.47;7.08;0.85;0.21;0.12;0.04;11.79;6.74;0.91;1.61;0.87;27.26;14.99;26.22;6.1;2.82;-3.28;-138.5;20.77;11.87;51.03;3.11;4.08;-1.13;0.69;0.31;5.53;7.99;7.01;20.11
0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;GSHP3;GENERAL SHOPPING;0.0;-12.81;0.0;28.4;26.89;0.0;28.9;27.37;0.1;-90.49;0.92;71.96;38.61;40.78;-113.63;0.02;-0.02;-1.39;0.5;0.48;-0.17;0.19;-0.04;0.0;-0.54;1.54;-11.42;-21.19;3.61;-427.06
0;Soc. Crédito e Financiamento;Intermediários Financeiros;Financeiro e Outros;CRIV3;FINANCEIRA ALFA;-9.87;18.33;0.0;0.0;0.0;0.0;10.21;0.0;0.11;0.38;48.36;29.83;3.35;0.0;2.56;0.04;-0.07;0.09;10.21;0.0;13.35;0.34;0.48;0.0;0.08;0.92;0.29;3.58;0.0;10.5
0;Bancos;Intermediários Financeiros;Financeiro e Outros;BRIV3;BANCO ALFA DE INVESTIMENTO;19.19;20.48;2.35;0.0;0.0;0.0;4.55;0.0;0.11;1.35;18.27;16.44;6.0;0.0;4.07;0.03;-0.03;0.65;4.55;0.0;6.71;0.27;0.47;0.0;0.06;0.94;0.45;7.04;0.0;19.15
0;Soc. Crédito e Financiamento;Intermediários Financeiros;Financeiro e Outros;CRIV4;FINANCEIRA ALFA;-9.87;18.33;9.48;0.0;0.0;0.0;10.21;0.0;0.11;0.38;48.36;29.83;3.35;0.0;2.56;0.04;-0.07;0.09;10.19;0.0;13.32;0.34;0.48;0.0;0.08;0.92;0.29;3.58;0.0;10.5
0;Seguradoras;Previdência e Seguros;Financeiro e Outros;BRGE1; CONSÓRCIO ALFA DE ADMINISTRAÇÃO;10.41;-31.54;4.3;-28.66;-22.72;-0.84;-14.44;-11.45;0.0;1.14;2.33;-3678.63;1397.5;1763.12;2207.62;0.19;-0.49;0.56;12.33;9.77;7.81;172.31;0.36;0.03;0.54;0.46;2.48;4.61;2.77;24.71
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;CLSC3;CELESC;0.0;13.22;9.93;2.47;1.61;0.45;6.06;3.96;0.66;8.46;1.19;13.36;6.71;10.27;4.19;0.16;-0.22;3.21;3.47;2.27;5.56;0.23;0.63;-0.1;0.25;0.75;2.79;11.26;8.32;75.16
0;Bancos;Intermediários Financeiros;Financeiro e Outros;BNBR3;BANCO NORDESTE DO BRASIL;22.18;-1.65;5.52;0.0;0.0;0.0;2.21;0.0;0.12;23.08;0.0;46.7;41.33;0.0;26.29;0.11;-0.12;0.72;2.21;0.0;3.47;0.91;0.84;0.06;0.13;0.87;3.07;24.33;0.0;94.83
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;COCE3;COELCE;5.71;14.63;3.41;3.13;2.46;1.12;5.63;4.42;0.71;6.66;0.81;18.27;14.95;19.02;5.84;0.36;-0.48;-5.68;3.34;2.63;8.55;0.5;1.2;0.78;0.3;0.7;4.17;13.98;14.65;47.66
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;CEED3;CEEE-D;0.0;12.08;0.0;5.66;3.9;0.0;11.59;7.99;0.74;3.74;1.0;18.16;7.89;11.45;5.56;0.35;-0.52;901.86;5.93;4.09;8.41;0.47;-0.78;-0.07;-0.45;1.45;4.11;-9.22;-284.64;-40.61
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;CSRN6;COSERN;25.28;10.3;16.37;2.41;2.06;1.54;7.14;6.11;0.67;3.46;1.05;30.7;25.42;29.71;16.39;0.86;-1.12;73.14;5.03;4.31;7.8;1.28;3.23;0.87;0.27;0.73;11.03;41.35;19.87;8.36
0;Seguradoras;Previdência e Seguros;Financeiro e Outros;BRGE8;CONSÓRCIO ALFA DE ADMINISTRAÇÃO;10.41;-31.54;3.53;-28.66;-22.72;-0.84;-14.44;-11.45;0.0;1.14;2.33;-3678.63;1397.5;1763.12;2207.62;0.2;-0.5;0.57;12.54;9.94;7.94;175.21;0.37;0.03;0.54;0.46;2.48;4.61;2.77;24.71
0;Engenharia Consultiva;Construção e Engenharia;Bens Industriais;SOND6;SONDOTECNICA;0.0;-0.97;20.51;-1.6;-1.45;-0.52;3.6;3.26;1.33;6.67;2.21;38.27;15.46;17.04;13.58;0.88;-2.05;2.79;4.26;3.86;4.85;0.66;1.37;0.03;0.64;0.36;18.06;28.31;18.11;23.56
0;Bancos;Intermediários Financeiros;Financeiro e Outros;BSLI3;BRB BCO DE BRASILIA S.A.;16.26;5.49;2.63;0.0;0.0;0.0;19.46;0.0;0.13;1.17;0.28;27.43;5.18;0.0;8.61;0.13;-0.15;-0.49;20.14;0.0;12.12;1.04;2.42;-0.76;0.05;0.95;1.09;19.98;0.0;5.87
0;Incorporações;Construção Civil;Consumo Cíclico;AVLL3;ALPHAVILLE S.A.;0.0;0.0;0.0;-4.15;-4.26;0.0;-5.24;-5.38;0.14;-19.28;0.45;10.42;-84.66;-82.55;-176.29;0.13;-0.2;-0.3;-1.09;-1.12;-0.52;0.92;-1.23;0.03;-0.1;1.1;-24.62;-235.4;-27.54;-8.19
0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;HBTS5;HABITASUL;0.0;37.96;4.98;-18.64;-21.36;0.4;-43.19;-49.47;0.12;1.21;1.38;90.77;-6.44;-5.62;6.79;0.19;-0.21;6.25;-24.54;-28.11;23.26;1.58;0.53;-0.24;0.35;0.65;0.81;2.27;-4.63;53.33
0;Transporte Ferroviário;Transporte;Bens Industriais;MRSA5; MRS LOGÍSTICA;10.77;6.19;1.91;1.81;1.05;0.54;7.31;4.23;0.39;2.05;0.88;35.11;29.39;50.81;13.42;0.7;-0.84;-31.65;6.02;3.48;13.18;1.77;1.78;-0.69;0.39;0.61;5.29;13.51;13.87;15.16
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;CSRN5;COSERN;25.28;10.3;18.36;2.41;2.06;1.54;7.14;6.11;0.67;3.46;1.05;30.7;25.42;29.71;16.39;0.77;-1.0;65.22;4.49;3.84;6.96;1.14;2.88;0.77;0.27;0.73;11.03;41.35;19.87;8.36
0;Seguradoras;Previdência e Seguros;Financeiro e Outros;BRGE3;CONSÓRCIO ALFA DE ADMINISTRAÇÃO;10.41;-31.54;0.0;-28.66;-22.72;-0.84;-14.44;-11.45;0.0;1.14;2.33;-3678.63;1397.5;1763.12;2207.62;0.2;-0.52;0.59;13.02;10.32;8.24;181.99;0.38;0.03;0.54;0.46;2.48;4.61;2.77;24.71
0;Holdings Diversificadas;Holdings Diversificadas;Financeiro e Outros;PEAB3;CIA PARTICIPAÇÕES ALIANCA DA BAHIA;0.0;-37.48;4.56;0.71;0.72;-0.19;-2.67;-2.72;0.05;-8.72;14.2;62.81;-497.34;-488.24;-299.31;0.61;-0.86;2.2;-2.62;-2.67;-4.36;13.05;0.72;0.02;0.84;0.16;-13.92;-16.52;-35.46;52.76
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;CBEE3;AMPLA ENERGIA E SERVICOS;0.0;13.66;2.25;5.47;3.35;1.01;9.84;6.02;0.49;-0.42;0.58;18.31;10.61;17.32;-1.23;0.23;-0.29;-1.6;4.37;2.68;-37.55;0.46;0.81;0.08;0.28;0.72;-0.61;-2.15;7.75;19.77
0;Fios e Tecidos;Tecidos. Vestuário e Calçados;Consumo Cíclico;CEDO3;CEDRO TÊXTIL;0.0;13.54;0.0;4.54;3.25;2.16;5.53;3.96;1.38;-2.1;0.83;13.78;4.03;5.62;-1.73;0.07;-0.14;-0.59;1.19;0.85;-2.77;0.05;0.56;0.01;0.12;0.87;-2.38;-20.39;13.44;10.28
0;Corretoras de Seguros;Previdência e Seguros;Financeiro e Outros;WIZS3;WIZ CO;1.48;15.13;8.6;0.08;0.08;0.07;3.12;3.06;0.44;0.98;0.79;58.2;41.06;41.85;17.81;0.55;-0.67;-11.43;3.04;2.98;7.01;1.25;2.52;-0.49;0.22;0.51;7.84;35.93;22.59;2.72
0;Tecidos. Vestuário e Calçados;Comércio;Consumo Cíclico;LLIS3;RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS;0.0;-4.9;0.0;-3.04;0.0;0.0;-5.5;0.0;0.7;-1.02;0.78;58.11;-55.44;0.0;-80.76;0.96;-1.39;-10.83;-2.46;0.0;-1.69;1.36;-2.33;0.03;-0.41;1.41;-56.84;-137.83;-52.92;-0.74
0;Serviços Diversos;Serviços;Bens Industriais;DTCY3;DTCOM;0.0;-8.48;0.0;0.17;-1.26;0.0;-21.58;157.52;0.64;-0.35;0.55;13.15;-47.85;6.56;-49.64;4.51;-7.09;-15.4;-14.83;108.28;-14.3;7.1;-24.35;1.2;-0.19;1.19;-31.53;-170.25;471.95;-0.21
0;Gás;Gás;Utilidade Pública;CGAS3;COMGAS;23.13;25.75;11.29;2.11;1.78;5.56;8.14;6.88;1.38;13.67;1.25;19.82;15.64;18.5;10.4;1.3;-2.09;17.01;6.03;5.1;9.07;0.94;15.91;-0.62;0.08;0.92;14.3;175.4;30.22;7.79
