;business_segment;activity_subsector;activity;company_code;company_name;CAGR Lucros 5 anos;CAGR Receitas 5 anos;D.Y;Dív. líquida/EBIT;Dív. líquida/EBITDA;Dív. líquida/PL;EV/EBIT;EV/EBITDA;Giro ativos;LPA;Liq. corrente;M. Bruta;M. EBIT;M. EBITDA;M. Líquida;P/Ativo;P/Ativo Circ. Liq.;P/Cap. Giro;P/EBIT;P/EBITDA;P/L;P/SR;P/VP;PEG Ratio;PL/Ativos;Passivos/Ativos;ROA;ROE;ROIC;VPA
0;Vestuário;Tecidos. Vestuário e Calçados;Consumo Cíclico;HGTX3;CIA HERING;-26.63;-7.54;0.0;-5.99;0.66;0.03;-713.65;78.37;0.59;0.37;2.47;40.58;-0.59;5.38;4.1;2.48;-5.59;7.5;-707.65;77.71;101.99;4.18;3.57;-1.23;0.69;0.31;2.43;3.51;-7.32;10.49
0;Medicamentos e Outros Produtos;Comércio e Distribuição;Saúde;PNVL4;DIMED;9.99;8.67;0.0;5.79;2.36;0.67;18.43;7.5;1.48;0.57;1.77;31.04;3.34;8.2;2.25;1.09;-2.46;4.5;22.07;8.99;32.78;0.74;2.57;3.98;0.42;0.58;3.32;7.83;5.91;7.26
0;Agricultura;Agropecuária;Consumo não Cíclico;TESA3;TERRA SANTA AGRO;0.0;7.32;0.0;6.66;4.21;1.01;17.39;10.98;0.52;-3.61;0.86;15.86;9.39;14.87;-7.58;0.52;-0.74;-11.1;10.73;6.78;-13.3;1.01;1.62;0.83;0.32;0.68;-3.94;-12.18;3.93;29.64
0;Brinquedos e Jogos;Viagens e Lazer;Consumo Cíclico;ESTR3;ESTRELA;0.0;4.9;0.0;3.89;3.5;0.0;4.92;4.42;0.54;-47.01;0.26;43.51;15.58;17.33;-23.04;0.05;-0.12;-0.03;0.56;0.5;-0.38;0.09;-0.03;0.0;-1.6;2.6;-12.43;-7.76;-5.39;-605.44
0;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;LINX3;LINX;0.0;14.3;0.0;5.18;-1.86;-0.14;-159.3;57.24;0.35;-0.41;2.14;68.7;-4.79;13.34;-8.67;2.74;-4.82;11.96;-164.48;59.1;-90.95;7.88;4.38;0.13;0.63;0.37;-3.02;-4.81;-2.23;8.55
0;Programas de Fidelização;Diversos;Consumo Cíclico;SMLS3;SMILES;0.0;0.0;0.0;-0.24;0.0;-0.1;9.93;0.0;0.24;2.08;1.1;85.18;41.42;0.0;39.07;1.02;-2.54;18.78;10.17;0.0;10.78;4.21;4.09;-0.33;0.25;0.75;9.43;37.96;24.47;5.47
0;Minerais Metálicos;Mineração;Materiais Básicos;MMXM3;MMX MINERACAO E METALICOS;0.0;-6.95;0.0;-538.27;0.0;0.0;-719.57;0.0;0.0;-6.46;0.01;0.0;0.0;0.0;0.0;0.71;-0.75;-0.1;-181.31;0.0;-2.17;0.0;-0.11;0.03;-6.58;7.6;-32.75;-4.97;0.28;-129.88
0;Açucar e Alcool;Alimentos Processados;Consumo não Cíclico;BSEV3;BIOSEV;0.0;10.88;0.0;2.3;0.86;0.0;5.46;2.04;1.37;0.88;0.39;26.77;17.92;47.91;5.55;0.78;-1.13;-1.59;3.17;1.18;10.22;0.57;-10.84;-0.06;-0.07;1.07;7.59;-106.05;30.9;-0.83
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;TIET4;AES TIETE;23.78;-5.19;0.0;3.64;2.76;2.34;7.15;5.41;0.21;0.57;1.0;74.66;61.76;81.59;49.46;0.64;-0.72;1443.59;4.91;3.71;6.13;3.03;3.15;0.03;0.2;0.72;10.47;51.45;13.16;1.11
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;TIET3;AES TIETE;23.78;-5.19;0.0;3.64;2.76;2.34;7.15;5.41;0.21;0.57;1.0;74.66;61.76;81.59;49.46;0.64;-0.72;1435.37;4.88;3.69;6.09;3.01;3.13;0.03;0.2;0.72;10.47;51.45;13.16;1.11
0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;CORR4;CORREA RIBEIRO;0.0;-18.56;0.0;8.72;0.0;0.0;7.92;0.0;0.11;-29.2;30.58;99.61;-70.2;0.0;-29.46;0.09;-0.33;0.14;-1.18;0.0;-2.81;0.83;-2.57;0.03;-0.04;1.04;-3.35;-91.47;287.96;-31.92
0;Alimentos Diversos;Alimentos Processados;Consumo não Cíclico;ODER4;CONSERVAS ODERICH;14.6;11.24;0.18;1.52;0.0;0.42;89.63;0.0;0.88;7.75;2.05;28.75;15.07;0.0;12.01;11.73;-41.03;32.06;88.11;0.0;110.59;13.28;24.32;-2.84;0.48;0.52;10.61;21.99;12.69;35.25
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;CEPE3;CELPE;22.72;8.38;3.43;6.76;4.91;4.25;15.67;11.37;0.6;2.1;1.4;19.63;12.23;16.86;1.98;0.71;-0.98;8.97;9.64;6.99;59.53;1.18;6.06;-1.02;0.12;0.88;1.19;10.17;10.01;20.68
0;Incorporações;Construção Civil;Consumo Cíclico;CALI4;CONSTRUTORA ADOLPHO LINDENBERG;3.49;21.88;8.64;8.04;8.0;23.86;10.24;10.19;0.41;1.34;3.58;32.09;14.44;14.5;5.2;0.8;-2.57;1.62;13.41;13.36;37.26;1.94;39.82;-1.71;0.02;0.98;2.15;106.87;9.96;1.26
0;Materiais Diversos;Materiais Diversos;Materiais Básicos;SNSY6;SANSUY;0.0;16.09;0.0;-5.85;-52.61;0.0;-9.64;-86.6;1.78;-22.12;0.86;17.38;-2.53;-0.28;-20.78;0.22;-0.54;-2.38;-4.96;-44.55;-0.6;0.13;-0.06;-0.01;-3.48;4.51;-36.9;-10.62;1.41;-208.35
0;Água e Saneamento;Água e Saneamento;Utilidade Pública;CASN4;CASAN;28.01;5.83;0.46;6.9;4.61;0.81;58.15;38.91;0.32;0.1;0.83;43.68;16.23;24.25;7.31;1.88;-2.14;-74.73;36.72;24.58;81.5;5.96;4.3;-2.7;0.44;0.56;2.3;5.28;4.87;1.95
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;EMAE3;EMAE - EMPRESA METROP.AGUAS ENERGIA;13.63;20.69;3.16;-32.3;-21.86;-0.42;88.66;59.98;0.28;2.82;5.49;30.21;2.26;3.34;19.48;0.5;-0.74;1.85;77.58;52.49;8.99;1.75;1.01;-0.15;0.49;0.51;5.51;11.23;-0.76;25.09
0;Seguradoras;Previdência e Seguros;Financeiro e Outros;BRGE7;CONSÓRCIO ALFA DE ADMINISTRAÇÃO;10.41;-31.54;8.27;-28.66;-22.72;-0.84;-14.44;-11.45;0.0;1.14;2.33;-3678.63;1397.5;1763.12;2207.62;0.12;-0.3;0.34;7.48;5.93;4.74;104.55;0.22;0.02;0.54;0.46;2.48;4.61;2.77;24.71
0;Bancos;Intermediários Financeiros;Financeiro e Outros;BPAR3;BANCO BANPARA;0.56;4.66;5.69;0.0;0.0;0.0;4.3;0.0;0.19;25.0;0.0;55.65;14.23;0.0;8.39;0.11;-0.12;1.27;4.3;0.0;7.28;0.61;1.02;0.3;0.11;0.89;1.56;14.01;0.0;178.47
0;Agricultura;Agropecuária;Consumo não Cíclico;APTI4;SIDERURGICA J. L. ALIPERTI;0.0;-6.46;0.0;6.69;0.0;-0.09;-7.12;0.0;0.07;325.57;6.73;101.56;-8.62;0.0;16.21;0.13;-0.22;0.37;-20.21;0.0;10.75;1.74;0.27;-0.07;0.48;0.52;1.19;2.49;-6.4;13091.31
0;Transporte Ferroviário;Transporte;Bens Industriais;VSPT3;FERROVIA CENTRO-ATLÂNTICA;0.0;11.6;0.0;-1.05;0.46;0.09;-3.16;1.4;0.35;-3.81;0.69;-2.93;-11.47;25.99;-18.52;0.08;-0.09;-2.11;-2.11;0.93;-1.31;0.24;0.17;-0.01;0.49;0.51;-6.46;-13.1;-8.15;29.09
0;Embalagens;Embalagens;Materiais Básicos;MTIG3;METALGRAFICA IGUACU;0.0;-19.4;0.0;-2.82;-3.08;0.0;-2.93;-3.2;0.46;-0.42;0.23;-23.23;-86.65;-79.13;-132.89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.84;1.84;-61.25;-72.74;-149.31;-0.58
0;Outros;Outros;Financeiro e Outros;FIGE4;INVESTIMENTOS BEMGE;-3.03;1.92;0.0;0.0;0.0;0.0;0.47;0.0;0.14;4.39;0.0;100.0;93.54;0.0;47.68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.98;0.02;6.87;6.99;0.0;62.74
0;Transporte Hidroviário;Transporte;Bens Industriais;LUXM3;TREVISA;-1.47;7.08;0.0;0.21;0.12;0.04;11.79;6.74;0.91;1.61;0.87;27.26;14.99;26.22;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.69;0.31;5.53;7.99;7.01;20.11
0;Artefatos de Ferro e Aço;Siderurgia e Metalurgia;Materiais Básicos;TKNO3;TEKNO;0.0;23.01;9.4;-0.69;-0.63;-0.15;3.03;2.78;0.87;17.7;2.35;23.15;17.23;18.8;15.95;0.55;-1.37;1.59;3.64;3.34;3.93;0.63;0.78;-0.35;0.71;0.29;13.93;19.71;17.63;89.78
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;COCE6;COELCE;5.71;14.63;10.14;3.13;2.46;1.12;5.63;4.42;0.71;6.66;0.81;18.27;14.95;19.02;5.84;0.12;-0.16;-1.91;1.12;0.88;2.88;0.17;0.4;0.26;0.3;0.7;4.17;13.98;14.65;47.66
0;Artefatos de Ferro e Aço;Siderurgia e Metalurgia;Materiais Básicos;MGEL3;MANGELS INDUSTRIAL;118.86;15.08;0.0;5.26;4.55;0.0;5.93;5.13;1.55;14.27;2.54;15.17;12.48;14.4;8.14;0.17;-0.48;0.43;0.87;0.76;1.34;0.11;-0.59;-0.02;-0.29;1.29;12.63;-43.65;21.13;-32.7
0;Fios e Tecidos;Tecidos. Vestuário e Calçados;Consumo Cíclico;CTSA8;SANTANENSE;0.0;9.79;0.0;-7.06;-17.86;0.46;-10.46;-26.46;0.78;-1.24;0.84;10.14;-3.75;-1.48;-7.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.45;0.55;-5.57;-12.34;-8.29;10.05
0;Material de Transporte;Comércio;Bens Industriais;MMAQ4;MINASMAQUINAS;29.01;28.8;441.03;0.39;0.0;0.09;0.41;0.0;1.74;914.16;1.85;11.3;7.64;0.0;5.51;0.01;-0.03;0.01;0.04;0.0;0.05;0.0;0.01;0.02;0.54;0.46;9.62;17.66;11.7;5177.21
